,text,username
427,"ALO ALO Selamat Pagi Teman2 Jakarta Hujan Deras Siapin TOA ya...
Saya Kuatir Jakarta Kembali di Landa BANJIR.....

#4niesIllegalLogging
@ANDRE_OCTA_
@APLpangeran1
@Aryprasetyo85
@BadjaNuswantara
@BiLLRaY2019
@alva_roe_lee_
@spiderr__matrixpic.twitter.com/se3qgpfEg3",Luana
428,"Hujan deras kembali mengguyur Kota Surabaya, Jumat (31/1/2020) mulai sekitar pukul 17.00 Wib. Hujan sekitar 1 jam 30 menit itu membuat sejumlah wilayah di Kota Pahlawan banjir.

Bu Risma tolong warganya dulu..
Jangan mikirin Jakarta terus. https://www.idtoday.co/2020/02/surabaya-diguyur-hujan-sejumlah-wilayah.html …",NU920h0
429,Se-traumatik itu emang dampak banjir jakarta kemarin pastii,Gelombang elektro magadir
430,"Ini yg gagal dipahami sebagian orang. Mereka anggap pernyataan Jokowi itu dgn beliau jadi Presiden, maka Jakarta ga banjir lg.
Dan ini yg selalu diungkit-ungkit mereka.",Jason Bourne
431,"Ayo @psi_id @PSI_Jakarta ada banjir dan pompa rusak, Ayo serang @aniesbaswedan biarkan @Tri_Rismaharini mengatur lalu lintas.https://twitter.com/UtuhWibowo/status/1223567847772672001 …",Benzjava🚭
432,Brl! Jakut banjir se paha jakarta lain semana woi,Brl!
433,"Ingin merasakan banjir ditempat lain,bosan kalau di jakarta terus",Beni Sudiatman
434,Jakarta ngatasin banjir juga yang turun tangan PUPR. ..,Aku
435,"Risma untuk Jakarta yang bebas banjir.  
Dan Allah tunjukkan kesombongan mereka togog akut dengan kontan. https://twitter.com/Zulkiflilubis71/status/1223647220051767296 …",rafiq
436,banjir.jadi mikir 10 tahun kedepan jakarta kaya gimana yes,yudippppppppppppp
437,"Calon Ibu kota banjir lebih besar daripada jakarta

Sangat bagus calon ibu kota pindah ke Gunung Bromo dan atau Gunung Tengger",.rachmateffendi
438,"Lagi ini Si risma sok2an bahas masalah banjir jakarta kaya yg udh paling ahlinya aja jadi gubernur.
Bu bu seumur2 liat ada berita surabaya diguyur ujan 2 jam doang udh banjir bandang..
Dikritik gak terima malah dikasusin hukum.
Dasar PDIP PEA
#BuRismaKupingTipishttps://twitter.com/GoentoerK/status/1223266843206402048 …",Kecebong
439,"Pemerintah Pusat Disalahkan Soal Banjir Jakarta, Menteri Basuki: Semua Tanggung Jawab http://dlvr.it/RPCMz6 pic.twitter.com/I2iy8Watd0",Jennie Kim ▪ Jfb?
440,"Niat nya Memindahkan Ibu Kota NKRI, karena Jakarta Banjir dan Macet, dan Ternyata Tempat yang di pilih sbg Ibu Kota Baru juga Daerah Banjir. Pinter banget memilih tempat nya ya mas @KampretPemburu @joko_maryadi @Tyashttps://twitter.com/dipoalam49/status/1223627910931595264 …",Yang Kakung
441,"Justru itu proyek gagal yg bikin banjir... Krn baru skrg surabaya banjir seheboh skrg... 

Mau jadi gub jakarta??? Mimpi!!! 11/12 ma kodok n tok*i...  https://twitter.com/BagusBagusd/status/1223392124080545793 …",TempoyakBusuk
442,"Minggu, 02 FEB 2020 - 06:00

JAKARTA : Bersih Udaranya, Sehat Warganya 

SURABAYA : Banjir Kotanya, Polusi Udaranya 

Bukan Hate Speech, tapi ambil data dan info aktual aja yaa... Ojo digawe loro ati, ojo nesu 
#BuRismaKupingTipis #BanjirSurabaya #JanganTerprovokasipic.twitter.com/SHz82OxNY9",Randhika
443,"Tapi beda situasi mas. Jakarta banjir hujannya seharian, tanahnya dibawah permukaan laut, air rob, terus dapet kiriman air dari dari daerah lain sekitar 13 sungai besar.",-
444,"Dari kemarin setiap pagi hujan deras terus, cemas banget kalau ada genangan atau banjir lagi. Kan Jakarta ringkih sekarang, hujan dikit banjir.",Christofer Emmanuel
445,Jakarta banjir pagi ini.,Pejuang Islam
446,"Ujan deres bgt Buuunnn :(
bocor pula kamar nenekku :(
banjir lagi ini mah Jakarta :(",하나 ve
447,"Siapapun Presidennya,
Siapapun Gubernurnya,
Kalo ga bisa bikin rumah gua ga banjir mah buat apa!
Udah 4 kali dalam tahun 2020.
#BanjirJakarta",awas woeee
448,Ternyata banjir jakarta itu hasil studi banding,#∆léx‹dé›∆lma™
449,"Yang lain boleh banjir, kecuali Jakarta",Abu Umar Khalid
450,Semoga besok tol Solo- Jakarta ngga banjir.. aku mau numpang lewat soale,tintin jumhana
451,"Hujan 2 jam saja surabaya sdh banjir gede apalagi Kalau dpt kiriman debit air dr luar spt jakarta, mungkin Surabaya tenggelam dan bisa banjir  berminggu2..terus apa yg dibangga2in bacin togog dg kinerja bu Risma dlm ngatasi banjir..? mau digadang2 cagub jakarta lagi..TOLOOL..! https://twitter.com/Rose89Black/status/1223265995755638786 …",Mus Tanjung
452,"Hujan 2 jam saja surabaya sdh banjir gede apalagi Kalau dpt kiriman debit air dr luar spt jakarta, mungkin Surabaya tenggelam dan bisa banjir  berminggu2..terus apa yg dibangga2in bacin togog dg kinerja bu Risma..mau digadang2 cagub jakarta lagi..tolol..!",Mus Tanjung
453,"#BuRismaKupingTipis
waduh gagal total jakarta mau belajar ngatasi banjir malah kebanjiran...",Khidir
454,klo ga di manipulasi cuaca dari pusat dijatuhin ujannya di laut tiap hari jakarta banjir keujanan.gtu gaya2n padahal masih butuh wewenang pusat...,projeQ
455,"Viral Video Monas Banjir, Dinas SDA DKI Jakarta: Hoax
https://metro.tempo.co/amp/1299421/viral-video-monas-banjir-dinas-sda-dki-jakarta-hoax#click=https://t.co/trCeg2vjEZ …",Rezim Gaduh
456,pengen ngomel gini juga tapi ga kuat nunggu balesannya kaya menunggu jakarta bebas banjir anying lila pisan https://twitter.com/gnicuk/status/1221095608963883008 …,saffa
457,"Jan sepik ya kau, aku udah liat dengan mata kaki ku. Kau berjalan bersanding bergenggaman berpelukan mesra bersamanya, kau pikir aku buta. Aku hancur, dia masa lalu mu kembali menyandingi dirimu. Aku hanya serpihatan batu koral yang hanyut terbawa arus banjir jakarta",Mira Karmila
458,"Baci tebar fitnah ngehoax, ga fitnah ga makan, foto banjir Villa Nusa Indah dijadikan hasutan fitnah Gubernur DKI Jakarta, Bacin bin bani TOGOG bin GuoblOG luh tau ga Villa Nusa iti Di Bekasi pic.twitter.com/sm6PslPLH7",Johan
459,"Waktu itu udah pernah kan pas banjir Jakarta? Terus sekarang masih diulang lagi, empatinya bener-bener udah ilang ini orang. Blocked. https://twitter.com/pardedereza/status/1220907953445752833 …",jjjj
460,"mau nangis gak si lo 2020 gini amat
kebakaran australia
banjir jakarta
trump mau dilengserkan
terus skrg virus corona
ini baru awal taun ",chaula
461,Perasaan dl jg ada yg janji klo jd presiden Jakarta bebas banjir... ,@fadlilah
462,"Sebenarnya Jakarta ini ada penduduknya gak sich..??
Klo memang Jkt ada warganya.. ada masyarakatnya.. ada penduduknya.. kenapa pada diam sj klo Jakarta dihancurkan oleh Gabener 4nies Sang Manipulator.. 
Banjir berlarut-larut tdk surut"".. Pohon"" di Monas digunduli..",Sewu Sangang'atus Pitu Likur
463,[VIDEO] Pemprov DKI Jakarta Siapkan 478 Pompa Untuk Antisipasi Banjir http://dlvr.it/RNlhy3 pic.twitter.com/ffBPmnxGUY,KOMPAS TV
464,"@cinggaro selamat pagi... Jakarta, apakah masih banjir...? pic.twitter.com/j71O2lqy64",Abdul Kholik
465,Dr dulu emang Jakarta kebanjiran tp hrs nya semakin berkurang BKN semakin bertambah. Ini dana penanggulangan banjir aja di potong ratusan milyar? Kmn lari nya itu uang?,liberalis anti radikalisme
466,"Januari belum selesai tapi dipikir-pikir mulai dari banjir jakarta, kebakaran hutan australia, lalu ditemukannya penyebaran virus corona :( 
Ya Allah semoga tahun menjadi tahun yg baik, semoga kita semua ada dalam lindunganNya.",pil
467,Itu airnya bukan air banjir jakarta :),ؘmarco
468,"Ini bangun dari awal.
Jakarta dijaman dia sudah rame.
Belum lagi mental2 orang yg bermukim disana.
Ya orang kaya lo kaya gw ini yg bikin Jakarta macet.
Klo penataan terencana dan aturan tegas bisa jadi beneran bebas macet dan banjir.
Gitu aja kok repot.",Kevin Al Hasbi
469,DWS Banjir Jakarta https://majalah.tempo.co/read/159543/dws-banjir-jakarta?utm_source=twitter&utm_medium=heru&utm_campaign=heru …,Majalah Tempo
470,"Yg ngeluh itu togog, si abu janda, si dewi yg bukan warga jakarta,terus si nganu yg juga bukan warga jakarta namun jadikan banjir ajang kampanye biar jd presiden. Pas dah jadi mah cuek aja.",GURAH HATI
471,"Happy New....
2020 jakarta banjir
2020 amerika ngancam iran
2020 Iran balas nyerang
2020 Kebakaran australia
2020 corona virus                                       Baru tgl 25 januari sdh sebanyak ini",BukanNabi
472,Melihat kanal-kanal pengendali banjir Jakarta http://dlvr.it/RNlZcr pic.twitter.com/OedRUsedL1,Baqir Ba'bud
473,Hati hati ya jakarta banjir lagi,gacorboy
474,klo ga di manipulasi cuaca dari pusat dijatuhin ujannya di laut tiap hari jakarta banjir keujanan.gtu gaya2n padahal masih butuh wewenang pusat...,projeQ
475,"Viral Video Monas Banjir, Dinas SDA DKI Jakarta: Hoax
https://metro.tempo.co/amp/1299421/viral-video-monas-banjir-dinas-sda-dki-jakarta-hoax#click=https://t.co/trCeg2vjEZ …",Rezim Gaduh
476,pengen ngomel gini juga tapi ga kuat nunggu balesannya kaya menunggu jakarta bebas banjir anying lila pisan https://twitter.com/gnicuk/status/1221095608963883008 …,saffa
477,"Jan sepik ya kau, aku udah liat dengan mata kaki ku. Kau berjalan bersanding bergenggaman berpelukan mesra bersamanya, kau pikir aku buta. Aku hancur, dia masa lalu mu kembali menyandingi dirimu. Aku hanya serpihatan batu koral yang hanyut terbawa arus banjir jakarta",Mira Karmila
478,"Baci tebar fitnah ngehoax, ga fitnah ga makan, foto banjir Villa Nusa Indah dijadikan hasutan fitnah Gubernur DKI Jakarta, Bacin bin bani TOGOG bin GuoblOG luh tau ga Villa Nusa iti Di Bekasi pic.twitter.com/sm6PslPLH7",Johan
479,"Waktu itu udah pernah kan pas banjir Jakarta? Terus sekarang masih diulang lagi, empatinya bener-bener udah ilang ini orang. Blocked. https://twitter.com/pardedereza/status/1220907953445752833 …",jjjj
480,"mau nangis gak si lo 2020 gini amat
kebakaran australia
banjir jakarta
trump mau dilengserkan
terus skrg virus corona
ini baru awal taun ",chaula
481,Perasaan dl jg ada yg janji klo jd presiden Jakarta bebas banjir... ,@fadlilah
482,"Sebenarnya Jakarta ini ada penduduknya gak sich..??
Klo memang Jkt ada warganya.. ada masyarakatnya.. ada penduduknya.. kenapa pada diam sj klo Jakarta dihancurkan oleh Gabener 4nies Sang Manipulator.. 
Banjir berlarut-larut tdk surut"".. Pohon"" di Monas digunduli..",Sewu Sangang'atus Pitu Likur
483,[VIDEO] Pemprov DKI Jakarta Siapkan 478 Pompa Untuk Antisipasi Banjir http://dlvr.it/RNlhy3 pic.twitter.com/ffBPmnxGUY,KOMPAS TV
484,"@cinggaro selamat pagi... Jakarta, apakah masih banjir...? pic.twitter.com/j71O2lqy64",Abdul Kholik
485,Dr dulu emang Jakarta kebanjiran tp hrs nya semakin berkurang BKN semakin bertambah. Ini dana penanggulangan banjir aja di potong ratusan milyar? Kmn lari nya itu uang?,liberalis anti radikalisme
486,"Januari belum selesai tapi dipikir-pikir mulai dari banjir jakarta, kebakaran hutan australia, lalu ditemukannya penyebaran virus corona :( 
Ya Allah semoga tahun menjadi tahun yg baik, semoga kita semua ada dalam lindunganNya.",pil
487,Itu airnya bukan air banjir jakarta :),ؘmarco
488,"Ini bangun dari awal.
Jakarta dijaman dia sudah rame.
Belum lagi mental2 orang yg bermukim disana.
Ya orang kaya lo kaya gw ini yg bikin Jakarta macet.
Klo penataan terencana dan aturan tegas bisa jadi beneran bebas macet dan banjir.
Gitu aja kok repot.",Kevin Al Hasbi
489,DWS Banjir Jakarta https://majalah.tempo.co/read/159543/dws-banjir-jakarta?utm_source=twitter&utm_medium=heru&utm_campaign=heru …,Majalah Tempo
490,"Yg ngeluh itu togog, si abu janda, si dewi yg bukan warga jakarta,terus si nganu yg juga bukan warga jakarta namun jadikan banjir ajang kampanye biar jd presiden. Pas dah jadi mah cuek aja.",GURAH HATI
491,"Happy New....
2020 jakarta banjir
2020 amerika ngancam iran
2020 Iran balas nyerang
2020 Kebakaran australia
2020 corona virus                                       Baru tgl 25 januari sdh sebanyak ini",BukanNabi
492,Melihat kanal-kanal pengendali banjir Jakarta http://dlvr.it/RNlZcr pic.twitter.com/OedRUsedL1,Baqir Ba'bud
493,Hati hati ya jakarta banjir lagi,gacorboy
494,Klo di negara lain underpass justru di jadikan sebagai sungai untuk mengurangi banjir saat musim hujan dan di jadikan jln saat kering. Kayaknya perlu di tiru ini utk mengurangi banjir jakarta.,muttaqin
495,"Hujan beberapa jam, luar daerah terdekat tidak banjir (banjir kiriman)... Klo Jakarta hujan semalaman di",Tahmidy85
496,"Termurah...
Dijual Kavling bagus di Puri Botanical
MICHELLIA

BERLOKASI STRATEGIS DAN BEBAS BANJIR.
Jakarta Barat
 #jakartabarat #bestprice #luxury #puri #botanical #realestate #deal #property #home #realtor #realestateagent #forsale #investment #CariPro…https://lnkd.in/f-XHs-E ",Rizkyanowantania
497,"pertama² beruk ini bilang di Bundaran HI pas thn 2014 ga Banjir, lalu dia bilang lagi pada saat itu Jakarta Pusat ga ada banjir

saat Saya jawab dgn Data² ini, beruk ini langsung ngeles tiada tara!

ruk.. Lo di gaji brapa se, biar PEKOK kaya gitu?


#coronarovirus https://twitter.com/NWK_Empire/status/1221153785633898497 …pic.twitter.com/PYIlaK5ZuJ",#3PeriodeNDASMU
498,"lo bilang Jakarta Pusat ga Banjir?


https://amp.kompas.com/megapolitan/read/2014/01/26/1610103/Korban.Banjir.di.Jakarta.Bertambah.23.Orang.Meninggal.Dunia …pic.twitter.com/psftSv51AE",#3PeriodeNDASMU
499,"Goblok goblok, itu data ada ga menyebutkan Jakarta Pusat banjir? Mau bantah?",Nga Wur Kan Empire
500,Banjir Jakarta akan lebih mudah diatasi kalau saya jadi presiden direktur PT Hutang Makin Gede Tbk (Perkutut),OdongOdong
501,"Kadrun kadrun, otak lu ga mampu udah. Goblok mah goblok aja. Ditanya mana portal berita yang nyebutin 17 Januari 2014 jakarta banjir di Bundaran HI aja ga bisa",Nga Wur Kan Empire
502,"Ini yg bilang msh org yg sama 
yg bilang banjir dan macet jakarta lebih mudah di atasi kl sdh jd presiden.",unggulsita.id
503,"Banjir Jakarta, ww3, skrg corona. 2020 kenapa sih:(",Bukan badut sulap tapi
504,"udah Saya bilang, somasi aja.. kalo lo ngerasa jakarta era @jokowi @basuki_btp di tahun 2014, Bunderan HI terendam Banjir..

",#3PeriodeNDASMU
505,"wkwkwkwkwkwk 

@TurnBackHoax mohon kasi pencerahan untuk BACIN yg satu ini, ngaku² Orang Ibukota..

tapi ada banjir di Bunderan HI pada taon 2014 dia gatau, @NWK_Empire sebener'nya Orang Jakarta pa Jasinga Bogor se?

",#3PeriodeNDASMU
506,Iyo  banjir koyo ning jakarta  yaa  hahaa,Edi Sutrisno
507,Banjir Jakarta adalah jawaban dari Allah SWT atas ... https://twitter.com/dmsrmdnt/status/1220940539387727875 …,Nope
508,"Daftar Area Hijau di Jakarta yang Alih Fungsi, Inikah Penyebab Banjir?

Hm... https://www.idntimes.com/news/indonesia/lia-hutasoit-1/daftar-area-hijau-di-jakarta-yang-alih-fungsi-inikah-penyebab-banjir … lewat @idntimes",unilubis
509,Seperti mudah menangani banjir jakarta bila jadi presiden (?),Gusti Alfianto
510,"Biasa yol, semua musibah dianggap jokes sama dia.
Kmrin kan juga dibuatnya jokes masalh banjir Jakarta ",מוחמד פדהלי
511,"#Jakarta #Banjir, #Anies Kabur, Formula E Ter #ancam Mangkrak Seperti Hambalang! https://www.ms-room.com/29589  #moreshareforum #beritaterkini",ms-room.com
512,"Kenapa blom tidur, Jakarta timur hujan dari sore kalo kebablasan ngeri nya banjir masuk rumah . Jd harus siaga",Panggil Aja Aji
513,Si @arif2702daulay ternyata selain buzzer ngerangkap makelar banjir warga Jakarta...wkwkwkkkk,Michael
514,Ahok sudah wajar terbaik krn dia kerja keras yg Hebat itu 4nies tanpa upaya masih dapat 4% dan 8% #BanjirJakarta,#TertibLaluLintas #Disiplin
515,"Bela Anies Baswedan, Walikota Bogor: Banjir Jakarta Terlalu Dipolitisir
 https://www.oposisicerdas.com/2020/02/bela-anies-baswedan-walikota-bogor.html …",OPOSISI CERDAS
516,"Bela Anies Baswedan, Walikota Bogor: Banjir Jakarta Terlalu Dipolitisir
 https://www.oposisicerdas.com/2020/02/bela-anies-baswedan-walikota-bogor.html …",OPOSISI CERDAS
517,Survei Indo Barometer: Mayoritas Publik Nilai Ahok Paling Berhasil Tangani Banjir Jakarta - http://Kompas.com  https://nasional.kompas.com/read/2020/02/16/16594321/survei-indo-barometer-mayoritas-publik-nilai-ahok-paling-berhasil-tangani …,must_bejo
518,"Amburadul di mana nya bong???makanya main2 sini ke Jakarta lu liat tuh apa yang bikin amburadul,,,emang iye ibu kota Pi apa salah nya lu kritik noh gubernur lu bikin kolam ama banjir Dayeuh kolot gk kelar2,pake akal sehat makanya lu bilang amburadul Pi orang2 betah di Jakarta",Iriandi
519,"Survei: Mayoritas Masyarakat Percaya Gubernur Anies Bisa Atasi Banjir Jakarta
https://www.oposisicerdas.com/2020/02/survei-mayoritas-masyarakat-percaya.html …",OPOSISI CERDAS
520,#BanjirJakarta bertubi2 serang #Jakarta https://twitter.com/Galihzainur1/status/1229044442138439681 …,Komariah Juminah
521,"Bukannya dari dlu juga jakarta banjir terus, kapan jakarta ga banjir ? wilayah lain juga banjir apalagi bandung",asepgustiaranugraha
522,#BanjirJakarta https://twitter.com/jumianto_RK/status/1229174598198890497 …,𝐏𝐞𝐦𝐛𝐮𝐫𝐮 𝐏𝐞𝐥𝐚𝐤𝐨𝐫
523,Oh jadi ini yang bikin gorong2 jakarta tersumbat ampe banjir bandang,Muhammad MD
524,"Survei Indo Barometer: Mayoritas Publik Nilai Ahok Paling Berhasil Tangani Banjir Jakarta - http://Kompas.com  https://nasional.kompas.com/read/2020/02/16/16594321/survei-indo-barometer-mayoritas-publik-nilai-ahok-paling-berhasil-tangani … 
Terima berapa ini lembaga survey ",Tahan Emosi 😎😎😎
525,"Dijatah Rp30 Miliar oleh Pemda DKI Jakarta, Bima Arya Bela Anies Soal Banjir https://www.bizlaw.id/read/18404/Dijatah-Rp30-Miliar-oleh-Pemda-DKI-Jakarta-Bima-Arya-Bela-Anies-Soal-Banjir … #AniesBaswedan #BimaArya",Rayu
526,"CNNIndonesia Mari kita survey para pembaca CNNIndonesia , Gubernur mana yg lebih SUKSES atasi Banjir Jakarta, antar basuki_btp - jokowi - aniesbaswedan ..???John_Nelwan3",BotPeak!
527,"Kolam Jakarta... alhamdulillah!

Banjir berkah! Banjir Berkah!

Dukung @aniesbaswedan jadi PESINDEN2024 !",ADIJAYA NUSANTARA 🇮🇩
528,Jaman ke jaman / tahun ke tahun sama aja rumah gua masih kena banjir juga gak ngaruh jaman siapa itu. Banjir juga kan tergantung dengan debit curah hujannya... Buat gua gak ada yg sukses buat nanganin banjir di Jakarta......,aditya aga saputra
529,"BANJIR JAKARTA, SALAH ANIES BASWEDAN | GUBERNUR TERBODOH??? https://youtu.be/SDc2J1W7tpg  via @YouTube",Danny Junus
530,Si @arif2702daulay ternyata selain buzzer ngerangkap makelar banjir warga Jakarta...wkwkwkkkk,Michael
531,Ahok sudah wajar terbaik krn dia kerja keras yg Hebat itu 4nies tanpa upaya masih dapat 4% dan 8% #BanjirJakarta,#TertibLaluLintas #Disiplin
532,"Bela Anies Baswedan, Walikota Bogor: Banjir Jakarta Terlalu Dipolitisir
 https://www.oposisicerdas.com/2020/02/bela-anies-baswedan-walikota-bogor.html …",OPOSISI CERDAS
533,"Bela Anies Baswedan, Walikota Bogor: Banjir Jakarta Terlalu Dipolitisir
 https://www.oposisicerdas.com/2020/02/bela-anies-baswedan-walikota-bogor.html …",OPOSISI CERDAS
534,Survei Indo Barometer: Mayoritas Publik Nilai Ahok Paling Berhasil Tangani Banjir Jakarta - http://Kompas.com  https://nasional.kompas.com/read/2020/02/16/16594321/survei-indo-barometer-mayoritas-publik-nilai-ahok-paling-berhasil-tangani …,must_bejo
535,"Amburadul di mana nya bong???makanya main2 sini ke Jakarta lu liat tuh apa yang bikin amburadul,,,emang iye ibu kota Pi apa salah nya lu kritik noh gubernur lu bikin kolam ama banjir Dayeuh kolot gk kelar2,pake akal sehat makanya lu bilang amburadul Pi orang2 betah di Jakarta",Iriandi
536,"Survei: Mayoritas Masyarakat Percaya Gubernur Anies Bisa Atasi Banjir Jakarta
https://www.oposisicerdas.com/2020/02/survei-mayoritas-masyarakat-percaya.html …",OPOSISI CERDAS
537,#BanjirJakarta bertubi2 serang #Jakarta https://twitter.com/Galihzainur1/status/1229044442138439681 …,Komariah Juminah
538,"Bukannya dari dlu juga jakarta banjir terus, kapan jakarta ga banjir ? wilayah lain juga banjir apalagi bandung",asepgustiaranugraha
